entrez_id,gene_symbol,gene_name,organism,chromosome,map_location,summary,other_designations,chr_accession,chr_start,chr_stop,node_id
7113,TMPRSS2,transmembrane serine protease 2,Homo sapiens,21,21q22.3,"This gene encodes a protein that belongs to the serine protease family. The encoded protein contains a type II transmembrane domain, a receptor class A domain, a scavenger receptor cysteine-rich domain and a protease domain. Serine proteases are known to be involved in many physiological and pathological processes. This gene was demonstrated to be up-regulated by androgenic hormones in prostate cancer cells and down-regulated in androgen-independent prostate cancer tissue. The protease domain of this protein is thought to be cleaved and secreted into cell media after autocleavage. This protein also facilitates entry of viruses into host cells by proteolytically cleaving and activating viral envelope glycoproteins. Viruses found to use this protein for cell entry include Influenza virus and the human coronaviruses HCoV-229E, MERS-CoV, SARS-CoV and SARS-CoV-2 (COVID-19 virus). Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2020]","transmembrane protease serine 2|epitheliasin|serine protease 10|transmembrane protease, serine 2",NC_000021.9,41508157,41464304,112968
7162,TPBG,trophoblast glycoprotein,Homo sapiens,6,6q14.1,"This gene encodes a leucine-rich transmembrane glycoprotein that may be involved in cell adhesion. The encoded protein is an oncofetal antigen that is specific to trophoblast cells. In adults this protein is highly expressed in many tumor cells and is associated with poor clinical outcome in numerous cancers. Alternate splicing in the 5' UTR results in multiple transcript variants that encode the same protein. [provided by RefSeq, Oct 2009]",trophoblast glycoprotein|5T4 oncofetal antigen|5T4 oncofetal trophoblast glycoprotein|5T4 oncotrophoblast glycoprotein|wnt-activated inhibitory factor 1,NC_000006.12,82362982,82367419,113015
7289,TULP3,TUB like protein 3,Homo sapiens,12,12p13.33,"This gene encodes a member of the tubby gene family of bipartite transcription factors. Members of this family have been identified in plants, vertebrates, and invertebrates, and they share a conserved N-terminal transcription activation region and a conserved C-terminal DNA and phosphatidylinositol-phosphate binding region. The encoded protein binds to phosphoinositides in the plasma membrane via its C-terminal region and probably functions as a membrane-bound transcription regulator that translocates to the nucleus in response to phosphoinositide hydrolysis, for instance, induced by G-protein-coupled-receptor signaling. It plays an important role in neuronal development and function. Two transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, May 2009]",tubby-related protein 3|tubby like protein 3,NC_000012.12,2890890,2941137,113140
7430,EZR,ezrin,Homo sapiens,6,6q25.3,"The cytoplasmic peripheral membrane protein encoded by this gene functions as a protein-tyrosine kinase substrate in microvilli. As a member of the ERM protein family, this protein serves as an intermediate between the plasma membrane and the actin cytoskeleton. This protein plays a key role in cell surface structure adhesion, migration and organization, and it has been implicated in various human cancers. A pseudogene located on chromosome 3 has been identified for this gene. Alternatively spliced variants have also been described for this gene. [provided by RefSeq, Jul 2008]",ezrin|cytovillin 2|epididymis secretory protein Li 105|p81|villin 2 (ezrin),NC_000006.12,158819367,158765747,113271
7431,VIM,vimentin,Homo sapiens,10,10p13,"This gene encodes a type III intermediate filament protein. Intermediate filaments, along with microtubules and actin microfilaments, make up the cytoskeleton. The encoded protein is responsible for maintaining cell shape and integrity of the cytoplasm, and stabilizing cytoskeletal interactions. This protein is involved in neuritogenesis and cholesterol transport and functions as an organizer of a number of other critical proteins involved in cell attachment, migration, and signaling. Bacterial and viral pathogens have been shown to attach to this protein on the host cell surface. Mutations in this gene are associated with congenital cataracts in human patients. [provided by RefSeq, Aug 2017]",vimentin|epididymis secretory sperm binding protein,NC_000010.11,17228240,17237592,113272
7884,SLBP,stem-loop histone mRNA binding protein,Homo sapiens,4,4p16.3,"This gene encodes a protein that binds to the stem-loop structure in replication-dependent histone mRNAs. Histone mRNAs do not contain introns or polyadenylation signals, and are processed by endonucleolytic cleavage. The stem-loop structure is essential for efficient processing but this structure also controls the transport, translation and stability of histone mRNAs. Expression of the protein is regulated during the cell cycle, increasing more than 10-fold during the latter part of G1. [provided by RefSeq, Jul 2008]","histone RNA hairpin-binding protein|hairpin binding protein, histone|histone binding protein|histone stem-loop binding protein|stem-loop (histone) binding protein|stem-loop binding protein",NC_000004.12,1712318,1692730,113627
8324,FZD7,frizzled class receptor 7,Homo sapiens,2,2q33.1," Members of the 'frizzled' gene family encode 7-transmembrane domain proteins that are receptors for Wnt signaling proteins.  The FZD7 protein contains an N-terminal signal sequence, 10 cysteine residues typical of the cysteine-rich extracellular domain of Fz family members, 7 putative transmembrane domains, and an intracellular C-terminal tail with a PDZ domain-binding motif.  FZD7 gene expression may downregulate APC function and enhance beta-catenin-mediated signals in poorly differentiated human esophageal carcinomas. [provided by RefSeq, Jul 2008]","frizzled-7|Frizzled, drosophila, homolog of, 7|frizzled 7, seven transmembrane spanning receptor|frizzled family receptor 7|frizzled homolog 7|fz-7|hFz7",NC_000002.12,202033854,202038440,113920
8438,RAD54L,RAD54 like,Homo sapiens,1,1p34.1,"The protein encoded by this gene belongs to the DEAD-like helicase superfamily, and shares similarity with Saccharomyces cerevisiae Rad54, a protein known to be involved in the homologous recombination and repair of DNA. This protein has been shown to play a role in homologous recombination related repair of DNA double-strand breaks. The binding of this protein to double-strand DNA induces a DNA topological change, which is thought to facilitate homologous DNA paring, and stimulate DNA recombination. Alternative splicing results in multiple transcript variants encoding the same protein.[provided by RefSeq, Dec 2008]",DNA repair and recombination protein RAD54-like|RAD54 homolog,NC_000001.11,46247687,46278472,114018
8505,PARG,poly(ADP-ribose) glycohydrolase,Homo sapiens,10,10q11.23,"Poly(ADP-ribose) glycohydrolase (PARG) is the major enzyme responsible for the catabolism of poly(ADP-ribose), a reversible covalent-modifier of chromosomal proteins. The protein is found in many tissues and may be subject to proteolysis generating smaller, active products. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2015]",poly(ADP-ribose) glycohydrolase|mitochondrial poly(ADP-ribose) glycohydrolase,NC_000010.11,49942026,49818278,114077
8516,ITGA8,integrin subunit alpha 8,Homo sapiens,10,10p13,"Integrins are heterodimeric transmembrane receptor proteins that mediate numerous cellular processes including cell adhesion, cytoskeletal rearrangement, and activation of cell signaling pathways. Integrins are composed of alpha and beta subunits. This gene encodes the alpha 8 subunit of the heterodimeric integrin alpha8beta1 protein. The encoded protein is a single-pass type 1 membrane protein that contains multiple FG-GAP repeats. This repeat is predicted to fold into a beta propeller structure. This gene regulates the recruitment of mesenchymal cells into epithelial structures, mediates cell-cell interactions, and regulates neurite outgrowth of sensory and motor neurons. The integrin alpha8beta1 protein thus plays an important role in wound-healing and organogenesis. Mutations in this gene have been associated with renal hypodysplasia/aplasia-1 (RHDA1) and with several animal models of chronic kidney disease. Alternate splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Apr 2014]","integrin alpha-8|integrin, alpha 8",NC_000010.11,15719921,15513953,114088
8614,STC2,stanniocalcin 2,Homo sapiens,5,5q35.2,"This gene encodes a secreted, homodimeric glycoprotein that is expressed in a wide variety of tissues and may have autocrine or paracrine functions. The encoded protein has 10 of its 15 cysteine residues conserved among stanniocalcin family members and is phosphorylated by casein kinase 2 exclusively on its serine residues. Its C-terminus contains a cluster of histidine residues which may interact with metal ions. The protein may play a role in the regulation of renal and intestinal calcium and phosphate transport, cell metabolism, or cellular calcium/phosphate homeostasis. Constitutive overexpression of human stanniocalcin 2 in mice resulted in pre- and postnatal growth restriction, reduced bone and skeletal muscle growth, and organomegaly. Expression of this gene is induced by estrogen and altered in some breast cancers. [provided by RefSeq, Jul 2008]",stanniocalcin-2|STC-related protein|stanniocalcin-related protein,NC_000005.10,173328413,173314722,114172
8665,EIF3F,eukaryotic translation initiation factor 3 subunit F,Homo sapiens,11,11p15.4,"Enables identical protein binding activity and metal-dependent deubiquitinase activity. Contributes to translation initiation factor activity. Involved in IRES-dependent viral translational initiation and translational initiation. Located in membrane. Part of eukaryotic translation initiation factor 3 complex. Implicated in autosomal recessive intellectual developmental disorder 67. [provided by Alliance of Genome Resources, Jul 2025]","eukaryotic translation initiation factor 3 subunit F|deubiquitinating enzyme eIF3f|eIF-3-epsilon|eIF3-epsilon|eukaryotic translation initiation factor 3, subunit 5 (epsilon, 47kD)|eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa",NC_000011.10,7987336,8001851,114214
8666,EIF3G,eukaryotic translation initiation factor 3 subunit G,Homo sapiens,19,19p13.2,"This gene encodes a core subunit of the eukaryotic translation initiation factor 3 (eIF3) complex, which is required for initiation of protein translation. An N-terminal caspase cleavage product of the encoded protein may stimulate degradation of DNA. A mutation in this gene is associated with narcolepsy. [provided by RefSeq, Jul 2016]","eukaryotic translation initiation factor 3 subunit G|eukaryotic translation initiation factor 3 RNA-binding subunit|eukaryotic translation initiation factor 3 subunit p42|eukaryotic translation initiation factor 3, subunit 4 delta, 44kDa",NC_000019.10,10119898,10115013,114215
8731,RNMT,RNA guanine-7 methyltransferase,Homo sapiens,18,18p11.21,"Enables RNA binding activity and mRNA 5'-cap (guanine-N7-)-methyltransferase activity. Involved in 7-methylguanosine mRNA capping. Located in fibrillar center and nucleoplasm. Part of mRNA cap methyltransferase RNMT:RAMAC complex; mRNA capping enzyme complex; and receptor complex. [provided by Alliance of Genome Resources, Jul 2025]",mRNA cap guanine-N(7) methyltransferase|RNA (guanine-7-) methyltransferase|hcm1p|mRNA (guanine-7-)methyltransferase|mRNA (guanine-N(7)-)-methyltransferase|mRNA cap guanine-N7 methyltransferase|mRNA cap methyltransferase,NC_000018.10,13726672,13764555,114269
8829,NRP1,neuropilin 1,Homo sapiens,10,10p11.22,"This gene encodes one of two neuropilins, which contain specific protein domains which allow them to participate in several different types of signaling pathways that control cell migration. Neuropilins contain a large N-terminal extracellular domain, made up of complement-binding, coagulation factor V/VIII, and meprin domains. These proteins also contains a short membrane-spanning domain and a small cytoplasmic domain. Neuropilins bind many ligands and various types of co-receptors; they affect cell survival, migration, and attraction. Some of the ligands and co-receptors bound by neuropilins are vascular endothelial growth factor (VEGF) and semaphorin family members. This protein has also been determined to act as a co-receptor for SARS-CoV-2 (which causes COVID-19) to infect host cells. [provided by RefSeq, Nov 2020]",neuropilin-1|transmembrane receptor|vascular endothelial cell growth factor 165 receptor,NC_000010.11,33334666,33177492,114356
9053,MAP7,microtubule associated protein 7,Homo sapiens,6,6q23.3,"The product of this gene is a microtubule-associated protein that is predominantly expressed in cells of epithelial origin. Microtubule-associated proteins are thought to be involved in microtubule dynamics, which is essential for cell polarization and differentiation. This protein has been shown to be able to stabilize microtubules, and may serve to modulate microtubule functions. Studies of the related mouse protein also suggested an essential role in microtubule function required for spermatogenesis. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]","ensconsin|dJ325F22.2 (microtubule-associated protein 7 (EMAP115, E-MAP-115))|epithelial microtubule-associated protein of 115 kDa",NC_000006.12,136550421,136342733,114515
9349,RPL23,ribosomal protein L23,Homo sapiens,17,17q12,"Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a ribosomal protein that is a component of the 60S subunit. The protein belongs to the L14P family of ribosomal proteins. It is located in the cytoplasm. This gene has been referred to as rpL17 because the encoded protein shares amino acid identity with ribosomal protein L17 from Saccharomyces cerevisiae; however, its official symbol is RPL23. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. [provided by RefSeq, Jul 2008]",large ribosomal subunit protein uL14|60S ribosomal protein L17|60S ribosomal protein L23|ribosomal protein L17,NC_000017.11,38853720,38847859,114752
9407,TMPRSS11D,transmembrane serine protease 11D,Homo sapiens,4,4q13.2,"This gene encodes a trypsin-like serine protease released from the submucosal serous glands onto mucous membrane. It is a type II integral membrane protein and has 29-38% identity in the sequence of the catalytic region with human hepsin, enteropeptidase, acrosin, and mast cell tryptase. The noncatalytic region has little similarity to other known proteins. This protein may play some biological role in the host defense system on the mucous membrane independently of or in cooperation with other substances in airway mucous or bronchial secretions. This protein facilitates entry of viruses into host cells by proteolytically cleaving and activating viral envelope glycoproteins. [provided by RefSeq, Aug 2021]","transmembrane protease serine 11D|adrenal secretory serine protease|airway trypsin-like protease|transmembrane protease, serine 11D",NC_000004.12,67884001,67820875,114803
9743,ARHGAP32,Rho GTPase activating protein 32,Homo sapiens,11,11q24.3,"RICS is a neuron-associated GTPase-activating protein that may regulate dendritic spine morphology and strength by modulating Rho GTPase (see RHOA; MIM 165390) activity (Okabe et al., 2003 [PubMed 12531901]).[supplied by OMIM, Mar 2008]",rho GTPase-activating protein 32|GAB-associated CDC42|GAB-associated Cdc42/Rac GTPase-activating protein|GTPase regulator interacting with TrkA|GTPase-activating protein for Cdc42 and Rac1|RhoGAP involved in the -catenin-N-cadherin and NMDA receptor signaling|brain-specific Rho GTP-ase-activating protein|brain-specific Rho GTPase-activating protein|rac GTPase activating protein|rho-type GTPase-activating protein 32|rho/Cdc42/Rac GTPase-activating protein RICS|rhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling,NC_000011.10,129279631,128965059,115091
9768,KIAA0101,PCNA clamp associated factor,Homo sapiens,15,15q22.31,"Enables chromatin binding activity and molecular adaptor activity. Involved in several processes, including DNA metabolic process; centrosome cycle; and response to UV. Located in centrosome; nucleus; and perinuclear region of cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",PCNA-associated factor|HCV NS5A-transactivated protein 9|PCNA-associated factor of 15 kDa|hepatitis C virus NS5A-transactivated protein 9|overexpressed in anaplastic thyroid carcinoma 1,NC_000015.10,64387686,64364303,115114
9794,MAML1,mastermind like transcriptional coactivator 1,Homo sapiens,5,5q35.3,"This protein is the human homolog of mastermind, a Drosophila protein that plays a role in the Notch signaling pathway involved in cell-fate determination. There is in vitro evidence that the human homolog forms a complex with the intracellular portion of human Notch receptors and can increase expression of a Notch-induced gene. This evidence supports its proposed function as a transcriptional co-activator in the Notch signaling pathway. [provided by RefSeq, Jul 2008]",mastermind-like protein 1|mastermind homolog|mastermind-like 1,NC_000005.10,179732821,179777282,115138
9919,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor",Homo sapiens,9,9q34.3,"This gene encodes a protein that forms part of the Sec16 complex. This protein has a role in protein transport from the endoplasmic reticulum (ER) to the Golgi and mediates COPII vesicle formation at the transitional ER. Alternative splicing results in multiple transcript variants that encode different protein isoforms. [provided by RefSeq, Feb 2013]",protein transport protein Sec16A|protein SEC16 homolog A,NC_000009.12,136484739,136440104,115247
9967,THRAP3,thyroid hormone receptor associated protein 3,Homo sapiens,1,1p34.3,"Enables nuclear thyroid hormone receptor binding activity; phosphoprotein binding activity; and transcription coactivator activity. Involved in positive regulation of circadian rhythm and regulation of gene expression. Acts upstream of or within positive regulation of transcription by RNA polymerase II. Located in exon-exon junction complex and nuclear speck. Part of mediator complex. [provided by Alliance of Genome Resources, Jul 2025]","thyroid hormone receptor-associated protein 3|BCLAF1 and THRAP3 family member 2|TR-associated protein, 150-kDa|thyroid hormone receptor-associated protein complex 150 kDa component|thyroid hormone receptor-associated protein, 150 kDa subunit",NC_000001.11,36207636,36305356,115292
10024,TROAP,trophinin associated protein,Homo sapiens,12,12q13.12,"Predicted to be involved in cell adhesion. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",tastin|trophinin assisting protein|trophinin-assisting protein (tastin),NC_000012.12,49323254,49331730,115341
10067,SCAMP3,secretory carrier membrane protein 3,Homo sapiens,1,1q22,"This gene encodes an integral membrane protein that belongs to the secretory carrier membrane protein family. The encoded protein functions as a carrier to the cell surface in post-golgi recycling pathways. This protein is also involved in protein trafficking in endosomal pathways. Two transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, May 2011]",secretory carrier-associated membrane protein 3|propin 1,NC_000001.11,155262359,155255980,115378
10285,SMNDC1,survival motor neuron domain containing 1,Homo sapiens,10,10q25.2,"This gene is a paralog of SMN1 gene, which encodes the survival motor neuron protein, mutations in which are cause of autosomal recessive proximal spinal muscular atrophy. The protein encoded by this gene is a nuclear protein that has been identified as a constituent of the spliceosome complex. This gene is differentially expressed, with abundant levels in skeletal muscle, and may share similar cellular function as the SMN1 gene. [provided by RefSeq, Jul 2008]","survival of motor neuron-related-splicing factor 30|30 kDa splicing factor SMNrp|SMN-related protein|splicing factor 30, survival of motor neuron-related|survival motor neuron domain-containing protein 1|tudor domain containing 16C",NC_000010.11,110304919,110290729,115574
10294,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,Homo sapiens,16,16q11.2,"The protein encoded by this gene belongs to the evolutionarily conserved DNAJ/HSP40 family of proteins, which regulate molecular chaperone activity by stimulating ATPase activity. DNAJ proteins may have up to 3 distinct domains: a conserved 70-amino acid J domain, usually at the N terminus; a glycine/phenylalanine (G/F)-rich region; and a cysteine-rich domain containing 4 motifs resembling a zinc finger domain. The product of this gene works as a cochaperone of Hsp70s in protein folding and mitochondrial protein import in vitro. [provided by RefSeq, Jul 2008]","dnaJ homolog subfamily A member 2|DnaJ (Hsp40) homolog, subfamily A, member 2|HIRA interacting protein 4|cell cycle progression 3 protein|cell cycle progression restoration gene 3 protein|renal carcinoma antigen NY-REN-14",NC_000016.10,46973673,46955361,115582
10332,CLEC4M,C-type lectin domain family 4 member M,Homo sapiens,19,19p13.2,"This gene encodes a C-type lectin that functions in cell adhesion and pathogen recognition. This receptor recognizes a wide range of evolutionarily divergent pathogens with a large impact on public health, including tuberculosis mycobacteria, and viruses including Ebola, hepatitis C, HIV-1, influenza A, West Nile virus and the SARS-CoV acute respiratory syndrome coronavirus. The protein is organized into four distinct domains: a C-terminal carbohydrate recognition domain, a flexible tandem-repeat neck domain of variable length, a transmembrane region and an N-terminal cytoplasmic domain involved in internalization. This gene is closely related in terms of both sequence and function to a neighboring gene, CD209 (Gene ID: 30835), also known as DC-SIGN. The two genes differ in viral recognition and expression patterns, with this gene showing high expression in endothelial cells of the liver, lymph node and placenta. Polymorphisms in the tandem repeat neck domain are associated with resistance to SARS infection. [provided by RefSeq, May 2020]",C-type lectin domain family 4 member M|CD209 antigen-like protein 1|CD299 antigen|DC-SIGN-related protein|dendritic cell-specific ICAM-3-grabbing non-integrin 2|liver/lymph node-specific ICAM-3 grabbing non-integrin|mannose binding C-type lectin DC-SIGNR,NC_000019.10,7763242,7769604,115615
10409,BASP1,brain abundant membrane attached signal protein 1,Homo sapiens,5,5p15.1,"This gene encodes a membrane bound protein with several transient phosphorylation sites and PEST motifs. Conservation of proteins with PEST sequences among different species supports their functional significance. PEST sequences typically occur in proteins with high turnover rates. Immunological characteristics of this protein are species specific. This protein also undergoes N-terminal myristoylation. Alternative splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Oct 2012]",brain acid soluble protein 1|22 kDa neuronal tissue-enriched acidic protein|brain acid-soluble protein 1|neuronal axonal membrane protein NAP-22|neuronal tissue-enriched acidic protein,NC_000005.10,17216822,17276833,115680
10946,SF3A3,splicing factor 3a subunit 3,Homo sapiens,1,1p34.3,"This gene encodes subunit 3 of the splicing factor 3a protein complex. The splicing factor 3a heterotrimer includes subunits 1, 2 and 3 and is necessary for the in vitro conversion of 15S U2 snRNP into an active 17S particle that performs pre-mRNA splicing. Subunit 3 interacts with subunit 1 through its amino-terminus while the zinc finger domain of subunit 3 plays a role in its binding to the 15S U2 snRNP. This gene has a pseudogene on chromosome 20. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2016]","splicing factor 3A subunit 3|SAP 61|pre-mRNA splicing factor SF3a (60kD)|spliceosome associated protein 61|splicing factor 3a, subunit 3, 60kD|splicing factor 3a, subunit 3, 60kDa",NC_000001.11,37990021,37956974,116146
11030,RBPMS,"RNA binding protein, mRNA processing factor",Homo sapiens,8,8p12,"This gene encodes a member of the RNA recognition motif family of RNA-binding proteins. The RNA recognition motif is between 80-100 amino acids in length and family members contain one to four copies of the motif. The RNA recognition motif consists of two short stretches of conserved sequence, as well as a few highly conserved hydrophobic residues. The encoded protein has a single, putative RNA recognition motif in its N-terminus. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jun 2013]",RNA-binding protein with multiple splicing|RNA binding protein with multiple splicing|heart and RRM expressed sequence,NC_000008.11,30384540,30572255,116220
11118,BTN3A2,butyrophilin subfamily 3 member A2,Homo sapiens,6,6p22.2,"This gene encodes a member of the immunoglobulin superfamily, which resides in the juxta-telomeric region of the major histocompatability class 1 locus and is clustered with the other family members on chromosome 6. The encoded protein may be involved in the adaptive immune response. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2013]",butyrophilin subfamily 3 member A2|butyrophilin protein,NC_000006.12,26365168,26378319,116293
11120,BTN2A1,butyrophilin subfamily 2 member A1,Homo sapiens,6,6p22.2,"This gene encodes a member of the immunoglobulin superfamily. The gene is located in a cluster of butyrophilin-like genes in the juxta-telomeric region of the major histocompatibility complex on chromosome 6. A pseudogene of this gene has been identified in this cluster. The encoded protein is an integral plasma membrane protein involved in lipid, fatty-acid, and sterol metabolism. Alterations in this gene may be associated with several disease states including metabolic syndrome. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2013]",butyrophilin subfamily 2 member A1,NC_000006.12,26457954,26476621,116295
11130,ZWINT,ZW10 interacting kinetochore protein,Homo sapiens,10,10q21.1,"This gene encodes a protein that is clearly involved in kinetochore function although an exact role is not known. It interacts with ZW10, another kinetochore protein, possibly regulating the association between ZW10 and kinetochores. The encoded protein localizes to prophase kinetochores before ZW10 does and it remains detectable on the kinetochore until late anaphase. It has a uniform distribution in the cytoplasm of interphase cells. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","outer kinetochore KNL1 complex subunit ZWINT|SNAP25 interacting protein of 30 kDa|ZW10 interactor, kinetochore protein|human ZW10 interacting protein-1|zwint-1",NC_000010.11,56361272,56357226,116303
11135,CDC42EP1,CDC42 effector protein 1,Homo sapiens,22,22q13.1,"CDC42 is a member of the Rho GTPase family that regulates multiple cellular activities, including actin polymerization. The protein encoded by this gene is a CDC42 binding protein that mediates actin cytoskeleton reorganization at the plasma membrane. This protein is secreted and is primarily found in bone marrow. [provided by RefSeq, Jul 2008]",cdc42 effector protein 1|55 kDa bone marrow stromal/endothelial cell protein|CDC42 effector protein (Rho GTPase binding) 1|binder of Rho GTPases 5|serum constituent protein|serum protein MSE55,NC_000022.11,37560479,37569404,116308
11325,DDX42,DEAD-box helicase 42,Homo sapiens,17,17q23.3,"This gene encodes a member of the Asp-Glu-Ala-Asp (DEAD) box protein family. Members of this protein family are putative RNA helicases, and are implicated in a number of cellular processes involving alteration of RNA secondary structure such as translation initiation, nuclear and mitochondrial splicing, and ribosome and spliceosome assembly. Members of this family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. Two transcript variants encoding the same protein have been identified for this gene. [provided by RefSeq, Jul 2008]","ATP-dependent RNA helicase DDX42|DEAD (Asp-Glu-Ala-Asp) box helicase 42|DEAD (Asp-Glu-Ala-Asp) box polypeptide 42|SF3b DEAD box protein|splicing factor 3B-associated 125 kDa protein|splicing factor 3b, subunit 8",NC_000017.11,63773799,63819316,116454
22803,XRN2,5'-3' exoribonuclease 2,Homo sapiens,20,20p11.22,"This gene encodes a 5'-3' exonuclease that promotes transcription termination at cotranscriptional cleavage sites. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Dec 2015]",5'-3' exoribonuclease 2|DHM1-like protein|DHP protein,NC_000020.11,21303330,21389824,116483
22828,SCAF8,SR-related CTD associated factor 8,Homo sapiens,6,6q25.2,"Enables RNA binding activity and RNA polymerase II C-terminal domain phosphoserine binding activity. Involved in negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled and positive regulation of DNA-templated transcription, elongation. Located in nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",SR-related and CTD-associated factor 8|CDC5L complex-associated protein 7|RNA-binding motif protein 16|SR-like CTD-associated factor 8|protein SCAF8,NC_000006.12,154733377,154834243,116503
22978,NT5C2,"5'-nucleotidase, cytosolic II",Homo sapiens,10,10q24.32-q24.33,"This gene encodes a hydrolase that serves as an important role in cellular purine metabolism by acting primarily on inosine 5'-monophosphate and other purine nucleotides. [provided by RefSeq, Oct 2011]","cytosolic purine 5'-nucleotidase|5'-nucleotidase (purine), cytosolic type B|IMP-specific 5'-NT|cytosolic IMP/GMP-specific 5'-nucleotidase|cytosolic nucleoside phosphotransferase 5'N|epididymis secretory sperm binding protein|high Km 5'-nucleotidase|spastic paraplegia 45 (autosomal recessive)",NC_000010.11,103193271,103088016,116627
23016,EXOSC7,exosome component 7,Homo sapiens,3,3p21.31,"Predicted to enable mRNA 3'-UTR AU-rich region binding activity. Involved in RNA catabolic process and RNA processing. Located in cytosol and nucleolus. Part of exosome (RNase complex). [provided by Alliance of Genome Resources, Jul 2025]",exosome complex component RRP42|exosome complex exonuclease RRP42|ribosomal RNA-processing protein 42,NC_000003.12,44976243,45012667,116658
23071,ERP44,endoplasmic reticulum protein 44,Homo sapiens,9,9q31.1,"This gene encodes a member of the protein disulfide isomerase (PDI) family of endoplasmic reticulum (ER) proteins. It has an inferred N-terminal signal peptide, a catalytically active thioredoxin (TRX) domain, two TRX-like domains and a C-terminal ER-retention sequence. This protein functions as a pH-regulated chaperone of the secretory pathway and likely plays a role in protein quality control at the endoplasmic reticulum - Golgi interface. [provided by RefSeq, Dec 2016]","endoplasmic reticulum resident protein 44|ER protein 44|endoplasmic reticulum resident protein 44 kDa|epididymis secretory sperm binding protein|protein disulfide isomerase family A, member 10|thioredoxin domain containing 4 (endoplasmic reticulum)|thioredoxin domain-containing protein 4",NC_000009.12,100098999,99979184,116704
23112,TNRC6B,trinucleotide repeat containing adaptor 6B,Homo sapiens,22,22q13.1,"Enables RNA binding activity. Involved in positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening; and regulatory ncRNA-mediated gene silencing. Acts upstream of with a positive effect on miRNA-mediated gene silencing by inhibition of translation. Predicted to be located in cytosol. Predicted to be active in P-body and nucleoplasm. Implicated in subserous uterine fibroid and uterine fibroid. [provided by Alliance of Genome Resources, Jul 2025]",trinucleotide repeat-containing gene 6B protein|trinucleotide repeat containing 6B,NC_000022.11,40044833,40335807,116735
23199,GSE1,Gse1 coiled-coil protein,Homo sapiens,16,16q24.1,"This gene encodes a proline-rich protein with coiled coil domains that may be a subunit of a BRAF35-HDAC (BHC) histone deacetylase complex. This gene may function as an oncogene in breast cancer and enhanced expression of the encoded protein has been observed in breast cancer patients. [provided by RefSeq, May 2017]",genetic suppressor element 1|CTC-786C10.1|Gse1 coiled-coil protein homolog,NC_000016.10,85169511,85676199,116808
23201,FAM168A,family with sequence similarity 168 member A,Homo sapiens,11,11q13.4,"Involved in positive regulation of base-excision repair. [provided by Alliance of Genome Resources, Jul 2025]",protein FAM168A|tongue cancer chemotherapy resistance-associated protein 1,NC_000011.10,73598111,73400486,116810
23266,LPHN2,adhesion G protein-coupled receptor L2,Homo sapiens,1,1p31.1,"This gene encodes a member of the latrophilin subfamily of G-protein coupled receptors. The encoded protein participates in the regulation of exocytosis. The proprotein is thought to be further cleaved within a cysteine-rich G-protein-coupled receptor proteolysis site into two chains that are non-covalently bound at the cell membrane. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",adhesion G protein-coupled receptor L2|calcium-independent alpha-latrotoxin receptor 2|latrophilin homolog 1|latrophilin-2|lectomedin-1,NC_000001.11,81306131,81993931,116868
