#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3573714	1489668	9053	4383915	114515	SARS-CoV-2	-	S	MAP7	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	E-MAP-115|EMAP115	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q14244	B7Z3E1|B7Z3Y3|A0A087WZ40|B7ZB64	NP_001185543|NP_001185538|NP_001185540|NP_001185547|NP_001185546|NP_001185545|NP_001185544|NP_003971|NP_001185548|NP_001185537	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573715	1489668	3223	4383915	109463	SARS-CoV-2	-	S	HOXC6	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CP25|HHO.C8|HOX3|HOX3C	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P09630	-	NP_004494|NP_710160	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573716	1489668	6573	4383915	112461	SARS-CoV-2	-	S	SLC19A1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CHMD|FOLT|IFC1|REFC|RFC1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P41440	-	NP_001339439|NP_919231|NP_001192136|NP_001339441|NP_001192135	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573717	1489668	7162	4383915	113015	SARS-CoV-2	-	S	TPBG	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	5T4|5T4AG|M6P1|WAIF1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q13641	-	NP_001159864|NP_006661	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573718	1489668	1956	4383915	108276	SARS-CoV-2	-	S	EGFR	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P00533	-	NP_001333829|NP_001333828|NP_958440|NP_005219|NP_001333827|NP_001333826|NP_958441|NP_001333870|NP_958439	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573719	1489668	6272	4383915	112180	SARS-CoV-2	-	S	SORT1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Gp95|LDLCQ6|NT3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q99523	-	NP_002950|NP_001192157	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573720	1489668	11120	4383915	116295	SARS-CoV-2	CTA-14H9.1	S	BTN2A1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BK14H9.1|BT2.1|BTF1|BTN2.1|DJ3E1.1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q7KYR7	-	NP_510961|NP_008980|NP_001184162|NP_001184163	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573721	1489668	1000	4383915	107435	SARS-CoV-2	-	S	CDH2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD325|CDHN|CDw325|NCAD	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P19022	A0A024RC42	NP_001783|NP_001295105	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573722	1489668	3161	4383915	109404	SARS-CoV-2	-	S	HMMR	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD168|IHABP|RHAMM	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O75330	-	NP_036617|NP_036616|NP_001136028|NP_001136029	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573723	1489668	26065	4383915	117527	SARS-CoV-2	-	S	LSM14A	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	C19orf13|FAM61A|RAP55|RAP55A	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q8ND56	-	NP_001371353|NP_001371352|NP_001371351|NP_001371350|NP_001371357|NP_001371356|NP_001371355|NP_001371354|NP_056393|NP_001371349|NP_001371359|NP_001371358|NP_001107565|NP_001371366|NP_001371362|NP_001371363|NP_001371360|NP_001371361	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573724	1489668	23199	4383915	116808	SARS-CoV-2	-	S	GSE1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	KIAA0182	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q14687	-	NP_001127945|NP_055430|NP_001265113	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573725	1489668	1952	4383915	108272	SARS-CoV-2	-	S	CELSR2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CDHF10|EGFL2|Flamingo1|MEGF3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9HCU4	-	NP_001399	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573726	1489668	54443	4383915	119959	SARS-CoV-2	-	S	ANLN	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	FSGS8|Scraps|scra	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9NQW6	A0A024RA49	NP_001271231|NP_001271230|NP_061155	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573727	1489668	682	4383915	107147	SARS-CoV-2	UNQ6505/PRO21383	S	BSG	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	5F7|CD147|EMMPRIN|M6|OK|TCSF	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573728	1489668	57532	4383915	121591	SARS-CoV-2	PIG1	S	NUFIP2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	182-FIP|82-FIP|FIP-82	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q7Z417	A1L3A7	NP_065823	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573729	1489668	91057	4383915	124792	SARS-CoV-2	L15	S	CCDC34	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	NY-REN-41|RAMA3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q96HJ3	-	NP_110398|NP_542385	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573730	1489668	1380	4383915	107771	SARS-CoV-2	RP11-78B10.1	S	CR2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	C3DR|CD21|CR|CVID7|SLEB9	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P20023	-	NP_001006659|NP_001868	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573731	1489668	84498	4383915	124101	SARS-CoV-2	-	S	FAM120B	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CCPG|KIAA1838|PGCC1|dJ894D12.1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q96EK7	B4DG54|F5GY05|B4DSS4	NP_001273309|NP_001273308|NP_115824|NP_001273310	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573732	1489668	51149	4383915	119333	SARS-CoV-2	-	S	C5orf45	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q6NTE8	-	NP_001017987|NP_057259	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573733	1489668	647024	4383915	571814	SARS-CoV-2	-	S	C6orf132	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	bA7K24.2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q5T0Z8	-	NP_001157918	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573734	1489668	122060	4383915	125759	SARS-CoV-2	RP11-188A23.1	S	SLAIN1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	C13orf32	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q8ND83	B7Z326|Q7L0J2	NP_001229799|NP_001229798|NP_001229797|NP_001035243|NP_001229800|NP_653196	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573735	1489668	256714	4383915	129178	SARS-CoV-2	RP11-393H10.2	S	MAP7D2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q96T17	-	NP_689993|NP_001161937|NP_001161938|NP_001161939	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573736	1489668	5099	4383915	111132	SARS-CoV-2	-	S	PCDH7	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BH-Pcdh|BHPCDH|PPP1R120	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O60245	-	NP_115832|NP_115833|NP_002580|NP_001166994	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573737	1489668	5819	4383915	111777	SARS-CoV-2	-	S	PVRL2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD112|HVEB|PRR2|PVRR2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q92692	-	NP_002847|NP_001036189	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573738	1489668	391	4383915	106884	SARS-CoV-2	-	S	RHOG	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ARHG	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P84095	Q6ICQ8	NP_001656	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573739	1489668	5738	4383915	111710	SARS-CoV-2	-	S	PTGFRN	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD315|CD9P-1|EWI-F|FPRP|SMAP-6	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9P2B2	-	NP_065173	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573740	1489668	3105	4383915	109350	SARS-CoV-2	DAQB-90C11.16-002	S	HLA-A	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	HLAA	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P01892|P30443|P30450|P04439	B2R7U3|Q9GJ45|Q5SUL5|Q53Z42|B1PKY1|Q5SPM2	NP_001229687|NP_002107	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573741	1489668	5050	4383915	111087	SARS-CoV-2	-	S	PAFAH1B3	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	PAFAHG	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q15102	A0A024R0L6	NP_002564|NP_001139412|NP_001139411	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573742	1489668	6510	4383915	112401	SARS-CoV-2	-	S	SLC1A5	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q15758	Q59ES3	NP_001138617|NP_001138616|NP_005619	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573743	1489668	10294	4383915	115582	SARS-CoV-2	-	S	DNAJA2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CPR3|DJ3|DJA2|DNAJ|DNJ3|HIRIP4|PRO3015|RDJ2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O60884	A0A024R6S1	NP_005871	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573744	1489668	8516	4383915	114088	SARS-CoV-2	-	S	ITGA8	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P53708	B4DN28	NP_003629|NP_001278423	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573745	1489668	56111	4383915	121051	SARS-CoV-2	-	S	PCDHGA4	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	PCDH-GAMMA-A4	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9Y5G9	A0A087WTI2|A0A087WT05	NP_114442|NP_061740	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573746	1489668	4920	4383915	110974	SARS-CoV-2	RP11-8I8.2	S	ROR2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BDB|BDB1|NTRKR2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q01974	-	NP_004551	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
